"FCAC_RN,C,4","ORGBASE_RN,C,4","ANK_RN,C,4","CATALOG_RN,C,4","FCAC_PREFI,C,4","FCAC_NUM,C,10","POST_RN,C,4","SUBDIV_RN,C,4","VIDISP_RN,C,4","ISMAINISP,L","ISCOMBISP,L","ISORDISP,L","TIPDOL_RN,C,4","KATPER_RN,C,4","ORDERNUM,C,15","ORDERDATE,D","STARTDATE,D","ENDDATE,D","NOTE,M","MARK1_RN,C,4","MARK2_RN,C,4","MARK3_RN,C,4","MARK4_RN,C,4","MARK5_RN,C,4","SDOC_RN,C,4","SDOC_NUM,C,10","SDOC_DATE,D","SDOCORG_RN,C,4","EDOC_RN,C,4","EDOC_NUM,C,10","EDOC_DATE,D","EDOCORG_RN,C,4"
00?q,,0068,00JM,?,      1443,0074,000K,0003,????,????,????,002a,0003,?-662,29.11.2011,06.12.2011,30.12.2011,,,,,,,,,,,,,,
00?s,,00L0,00JM,?,      1444,008y,001?,0003,????,????,????,003m,0003,?-662,29.11.2011,01.01.2012,31.12.8888,,,,,,,,,,,,,,
00?t,,00b?,00Jl,,      8684,007?,001D,0005,??????,????,????,0035,000Q,?-663,29.11.2011,01.12.2011,30.12.2011,,,,,,,,,,,0009,?-754,29.12.2011,
00?u,,00b?,00Gi,,      8685,0061,000P,0005,??????,????,????,001m,0003,?-663,29.11.2011,02.12.2011,02.04.2012,,,,,,,,,,,0009,?-245,27.03.2012,
00?v,,00b?,00Iv,,      8686,0083,001?,0005,??????,????,????,003t,000Q,?-665,30.11.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00?x,,0090,00aJ,,      8687,006x,0011,0003,????,????,????,001h,0003,?-489,15.09.2011,09.09.2011,30.09.2011,,,,,,,,,,,,,,
00?y,,00Br,00JD,,      8688,006p,0011,0005,??????,????,????,003c,000K,?-668,01.12.2011,25.12.2011,31.12.8888,,,,,,,,,,,,,,
00?z,,00Bt,00JI,,      8689,006?,0012,0005,??????,????,????,001F,0001,?-668,01.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,00Ce,00JC,,      8690,006?,000v,0005,??????,????,????,004A,0002,?-668,01.12.2011,11.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,00G9,00Ip,,      8691,007d,000y,0005,??????,????,????,001F,0001,?-668,01.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,00GA,00Ip,,      8692,007c,000y,0005,??????,????,????,003c,000K,?-668,01.12.2011,01.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,006V,00X3,,      8693,006f,001p,0005,??????,????,????,0025,0002,?-668,01.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,00HF,00J8,,      8695,006?,000x,0005,??????,????,????,001G,0001,?-668,01.12.2011,26.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,000i,00JC,,      8696,00Eh,000v,0005,??????,????,????,004F,0001,?-668,01.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,00b?,00Jl,?,      1445,007?,001D,0003,????,????,????,003K,000Q,?-671,02.12.2011,01.12.2011,30.12.2011,,,,,,,,,,,0009,?-754,29.12.2011,
00??,,00Z5,00Iq,?,      1446,007o,000I,0003,????,????,????,001S,0001,?-671,02.12.2011,01.11.2011,31.12.2011,,,,,,,,,,,0009,?-753,29.12.2011,
00??,,00bw,00w?,?,      1447,006J,001m,0003,????,????,????,001m,0003,?-671,02.12.2011,17.11.2011,11.04.2012,,,,,,,,,,,0009,?-293,12.04.2012,
00??,,00Ca,00Gk,?,      1448,007B,0017,0003,????,????,????,002D,0002,?-671,02.12.2011,17.12.2011,13.01.2012,,,,,,,,,,,0009,?-7,11.01.2012,
00??,,00M8,00Jl,?,      1449,005y,000m,0003,????,????,????,001k,0003,?-671,02.12.2011,01.12.2011,31.01.2012,,,,,,,,,,,0009,?-120,15.02.2012,
00??,,00b?,00JC,?,      1450,006?,000v,0003,????,????,????,004A,0002,?-671,02.12.2011,01.12.2011,06.06.2012,,,,,,,,,,,0009,?-429,05.06.2012,
00??,,00Fe,00Jp,?,      1451,005y,000m,0003,????,????,????,001k,0003,?-671,02.12.2011,01.12.2011,31.12.2011,,,,,,,,,,,,,,
00??,,00bt,00Gj,?,      1452,000?,000i,0003,????,????,????,001m,0003,?-671,02.12.2011,01.11.2011,23.01.2013,,,,,,,,,,,0009,?-22,16.01.2013,
00??,,00S?,00JC,,      8697,006?,000v,0005,??????,????,????,002M,0002,?-672,02.12.2011,05.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,00Oa,00w?,,      8698,005?,000j,0001,??????,????,????,002D,0002,?-672,02.12.2011,05.12.2011,01.03.2012,,,,,,,,,,,0009,?-115,15.02.2012,
00??,,00Y?,00Jo,,      8699,009?,000q,0005,??????,????,????,000o,0003,?-681,05.12.2011,06.12.2011,01.10.2013,,,,,,,,,,,0009,?-692,13.09.2013,
00??,,007V,00w?,,      8700,005?,000j,0005,??????,????,????,002O,000K,?-681,05.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,00b?,00Gh,,      8701,00A?,000a,0005,??????,????,????,005d,000N,?-681,05.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00?5,,00NX,00Iq,?,      1475,00Ai,002f,0003,????,????,????,004?,0001,?-690,07.12.2011,01.11.2011,31.10.2013,,,,,,,,,,,0009,?-820,05.11.2013,
00?b,,00Ai,00JD,?,      1506,006t,0011,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.04.2012,,,,,,,,,,,0009,?-299,16.04.2012,
00?c,,00At,00JD,?,      1507,006t,0011,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.04.2012,,,,,,,,,,,0009,?-299,16.04.2012,
00?d,,00Ak,00JD,?,      1508,006t,0011,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.04.2012,,,,,,,,,,,0009,?-299,16.04.2012,
00?e,,00Aj,00JD,?,      1509,006t,0011,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.04.2012,,,,,,,,,,,0009,?-299,16.04.2012,
00?f,,00P?,00JD,?,      1510,006t,0011,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.04.2012,,,,,,,,,,,0009,?-299,16.04.2012,
00?g,,00X?,00JD,?,      1511,006t,0011,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,30.04.2012,,,,,,,,,,,0009,?-337,26.04.2012,
00?h,,00NU,00JD,?,      1512,006t,0011,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,30.04.2012,,,,,,,,,,,0009,?-337,26.04.2012,
00?i,,0090,00JD,?,      1513,006t,0011,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,16.04.2012,,,,,,,,,,,0009,?-299,16.04.2012,
00?j,,00W?,00JD,?,      1514,006?,0011,0003,????,????,????,001r,0003,?-690,07.12.2011,01.12.2011,31.08.2012,,,,,,,,,,,0009,?-702,31.08.2012,
00?l,,0077,00JM,?,      1515,0073,000K,0003,????,????,????,0029,0002,?-690,07.12.2011,01.12.2011,15.12.2012,,,,,,,,,,,0009,?-1001,03.12.2012,
00?m,,00Zb,00Ss,?,      1516,007b,001u,0003,????,????,????,001p,0003,?-690,07.12.2011,01.12.2011,02.04.2012,,,,,,,,,,,0009,?-293,12.04.2012,
00?n,,00L?,00Jw,?,      1517,007O,000s,0003,????,????,????,001f,0003,?-690,07.12.2011,01.12.2011,06.06.2012,,,,,,,,,,,0009,?-440,09.06.2012,
00?o,,00L?,00Jw,?,      1518,007K,000s,0003,????,????,????,0026,0002,?-690,07.12.2011,01.12.2011,09.01.2012,,,,,,,,,,,0009,?-118,15.02.2012,
00?p,,00HF,00aJ,?,      1519,006?,000x,0003,????,????,????,001G,0001,?-690,07.12.2011,01.12.2011,25.01.2012,,,,,,,,,,,0009,?-70,31.01.2012,
00?q,,00Fu,00Gk,?,      1520,007B,0017,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,10.12.2011,,,,,,,,,,,0009,?-693,08.12.2011,
00?r,,00MY,00Gi,?,      1521,005?,000P,0003,????,????,????,002B,0002,?-690,07.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00?s,,000w,00Gi,?,      1522,005?,000P,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.10.2012,,,,,,,,,,,0009,?-752,18.09.2012,
00?t,,00Z?,00Gi,?,      1523,005?,000P,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00?u,,00Qm,00Gi,?,      1524,005?,000P,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.10.2012,,,,,,,,,,,0009,?-752,18.09.2012,
00?v,,00Mb,00w?,?,      1525,005?,000P,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,07.03.2012,,,,,,,,,,,0009,?-311,19.04.2012,
00?w,,00a?,00Iw,?,      1526,009W,001D,0003,????,????,????,004?,000R,?-690,07.12.2011,01.12.2011,03.02.2013,,,,,,,,,,,0009,?-104,06.02.2013,
00?x,,00LT,00X3,?,      1527,006g,001p,0003,????,????,????,003?,0002,?-690,07.12.2011,01.12.2011,15.04.2013,,,,,,,,,,,0009,?-319,19.04.2013,
00?y,,00F0,00Jp,?,      1528,00Dt,002?,0003,????,????,????,003V,0002,?-690,07.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00?z,,00F9,00Jp,?,      1529,005q,000m,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,00Ew,00Jp,?,      1530,005q,000m,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.04.2012,,,,,,,,,,,0009,?-264,02.04.2012,
00??,,00U?,00Jp,?,      1531,005q,000m,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,31.07.2013,,,,,,,,,,,0009,?-576,31.07.2013,
00??,,004b,00S?,?,      1532,006c,000L,0003,????,????,????,001m,0003,?-690,07.12.2011,01.12.2011,01.12.2013,,,,,,,,,,,0009,?-930,24.12.2013,
00??,,00Ws,00IY,?,      1533,006V,000L,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,21.02.2012,,,,,,,,,,,0009,?-138,22.02.2012,
00??,,004f,00IY,?,      1534,006c,000L,0003,????,????,????,001m,0003,?-690,07.12.2011,01.12.2011,10.04.2013,,,,,,,,,,,0009,?-296,11.04.2013,
00??,,004R,00IY,?,      1535,006V,000L,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,10.09.2012,,,,,,,,,,,0009,?-797,02.10.2012,
00??,,004T,00IY,?,      1537,006V,000L,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,004P,00IY,?,      1538,006V,000L,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,25.07.2012,,,,,,,,,,,0009,?-565,25.07.2012,
00??,,004Z,00IY,?,      1539,006c,000L,0003,????,????,????,001m,0003,?-690,07.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,004A,00JB,?,      1540,006V,000L,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,31.01.2013,,,,,,,,,,,0009,?-85,31.01.2013,
00??,,00JL,00c?,?,      1541,006?,0010,0003,????,????,????,002a,0003,?-690,07.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,007n,00w?,?,      1542,005?,000j,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,09.05.2012,,,,,,,,,,,,,,
00??,,00SV,00w?,?,      1543,001M,000j,0003,????,????,????,001m,0003,?-690,07.12.2011,01.12.2011,31.12.2012,,,,,,,,,,,0009,?-116,08.02.2013,
00??,,00Mn,00w?,?,      1544,005?,000j,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,20.10.2012,,,,,,,,,,,0009,?-857,23.10.2012,
00??,,00Z?,00w?,?,      1545,005?,000j,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,05.02.2012,,,,,,,,,,,0009,?-122,16.02.2012,
00??,,007g,00w?,?,      1546,005?,000j,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,05.09.2012,,,,,,,,,,,0009,?-714,04.09.2012,
00??,,007i,00w?,?,      1547,005?,000j,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.12.2013,,,,,,,,,,,0009,?-880,02.12.2013,
00??,,00M?,00w?,?,      1548,005?,000j,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,00U?,00Jq,?,      1549,006N,001n,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.04.2012,,,,,,,,,,,0009,?-264,02.04.2012,
00??,,006z,00Ib,?,      1550,000?,000g,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,01.02.2013,,,,,,,,,,,0009,?-43,22.01.2013,
00??,,00P?,00Ib,?,      1551,000?,000g,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,20.04.2012,,,,,,,,,,,0009,?-328,24.04.2012,
00??,,0071,00Ib,?,      1552,000?,000g,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,09.05.2013,,,,,,,,,,,0009,?-354,29.04.2013,
00??,,00W?,00Ib,?,      1553,005k,000g,0003,????,????,????,001m,0003,?-690,07.12.2011,01.12.2011,20.01.2014,,,,,,,,,,,0009,?-23,20.01.2014,
00??,,00YB,00Ib,?,      1554,005k,000g,0003,????,????,????,001m,0003,?-690,07.12.2011,01.12.2011,23.03.2012,,,,,,,,,,,0009,?-238,26.03.2012,
00??,,00V?,00Ib,?,      1555,005k,000g,0003,????,????,????,001m,0003,?-690,07.12.2011,01.12.2011,27.02.2012,,,,,,,,,,,0009,?-154,28.02.2012,
00??,,00b?,00Ib,,      8702,005k,000g,0005,??????,????,????,001m,0003,?-699,09.12.2011,12.12.2011,26.01.2012,,,,,,,,,,,0009,?-56,25.01.2012,
00?B,,007M,00Ib,?,      1560,005f,000g,0003,????,????,????,001n,0003,?-700,09.12.2011,13.12.2011,30.12.2011,,,,,,,,,,,,,,
00?D,,004C,00IY,?,      1562,006V,000L,0003,????,????,????,002D,0002,?-700,09.12.2011,27.12.2011,13.01.2012,,,,,,,,,,,0009,?-7,11.01.2012,
00?E,,004G,00IY,?,      1563,006V,000L,0003,????,????,????,002D,0002,?-700,09.12.2011,23.12.2011,30.12.2011,,,,,,,,,,,,,,
00?F,,0044,00Jw,?,      1564,007V,001u,0003,????,????,????,004F,0001,?-700,09.12.2011,01.12.2011,28.11.2012,,,,,,,,,,,0009,?-959,19.11.2012,
00?G,,00X?,00w?,?,      1565,005?,000j,0003,????,????,????,002D,0002,?-700,09.12.2011,10.01.2012,10.02.2012,,,,,,,,,,,0009,?-99,10.02.2012,
00?H,,00W?,00Se,?,      1566,007?,001o,0003,????,????,????,002e,000N,?-700,09.12.2011,01.12.2011,31.07.2013,,,,,,,,,,,0009,?-552,25.07.2013,
00?K,,00Br,00JH,?,      1431,006q,0011,0003,????,????,????,001F,0001,?-657,23.11.2011,25.12.2011,30.12.2011,,,,,,,,,,,,,,
00?L,,00Br,00cN,?,      1432,009n,002F,0003,????,????,????,001F,0001,?-657,23.11.2011,30.11.2011,24.12.2011,,,,,,,,,,,,,,
00?O,,004U,00IY,?,      1569,006V,000L,0003,????,????,????,002D,0002,?-690,07.12.2011,01.12.2011,02.12.2013,,,,,,,,,,,0009,?-884,03.12.2013,
00?P,,00LO,00c?,?,      1570,0093,001y,0003,????,????,????,004?,000Q,?-700,09.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00?Q,,00X?,00cN,?,      1453,006?,000v,0003,????,????,????,001F,0001,?-682,05.12.2011,01.12.2011,30.12.2011,,,,,,,,,,,,,,
00?R,,00Fw,00Gk,?,      1572,007B,0017,0003,????,????,????,002D,0002,?-682,05.12.2011,17.12.2011,13.01.2012,,,,,,,,,,,0009,?-7,11.01.2012,
00?S,,002W,00JC,?,      1573,0076,000v,0003,????,????,????,001B,0001,?-706,13.12.2011,01.12.2011,31.08.2012,,,,,,,,,,,0009,?-672,23.08.2012,
00?T,,00Kl,00c?,?,      1574,008?,001?,0003,????,????,????,001y,0002,?-696,08.12.2011,01.12.2011,31.10.2013,,,,,,,,,,,0009,?-820,05.11.2013,
00?U,,00CN,00Jw,?,      1575,008C,001?,0003,????,????,????,004l,0002,?-696,08.12.2011,01.11.2011,10.09.2012,,,,,,,,,,,0009,?-779,27.09.2012,
00?V,,0065,00JM,?,      1576,0072,000K,0003,????,????,????,001N,0001,?-710,14.12.2011,13.12.2011,16.12.2011,,,,,,,,,,,0009,?-711,14.12.2011,
00?W,,00HG,00J8,,      8703,006?,000x,0005,??????,????,????,0042,000K,?-668,01.12.2011,26.12.2011,31.12.8888,,,,,,,,,,,,,,
00?X,,002v,00JB,,      8704,008m,001G,0005,??????,????,????,001C,0001,?-716,15.12.2011,16.12.2011,31.12.8888,,,,,,,,,,,,,,
00?Y,,00U?,00JB,?,      1577,008o,001G,0003,????,????,????,001u,0002,?-717,15.12.2011,13.12.2011,13.12.2011,,,,,,,,,,,,,,
00?Z,,00Lq,00Jo,?,      1578,00DG,002?,0003,????,????,????,003V,0002,?-722,16.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00?a,,00b?,00Ib,?,      1579,005k,000g,0003,????,????,????,001m,0003,?-722,16.12.2011,12.12.2011,26.01.2012,,,,,,,,,,,0009,?-122,16.02.2012,
00?c,,00b?,00bR,,      8705,00C5,002?,0005,??????,????,????,001S,0001,?-724,19.12.2011,20.12.2011,31.12.8888,,,,,,,,,,,,,,
00?d,,00bK,00Gh,?,      1580,008?,000a,0003,????,????,????,000u,000N,?-723,19.12.2011,09.01.2012,02.02.2012,,,,,,,,,,,0009,?-222,20.03.2012,
00?e,,00LL,00Gh,?,      1581,008?,000a,0003,????,????,????,000u,000N,?-723,19.12.2011,09.01.2012,02.02.2012,,,,,,,,,,,0009,?-222,20.03.2012,
00?f,,00b?,00Gh,?,      1582,008?,000a,0003,????,????,????,000u,000N,?-723,19.12.2011,09.01.2012,01.02.2012,,,,,,,,,,,0009,?-222,20.03.2012,
00?g,,00X?,00Gh,?,      1583,008?,000a,0003,????,????,????,000u,000N,?-723,19.12.2011,09.01.2012,02.02.2012,,,,,,,,,,,0009,?-222,20.03.2012,
00?h,,006V,00X3,?,      1584,006g,001p,0003,????,????,????,003?,0002,?-723,19.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00?i,,00aN,00Jw,?,      1585,007M,000s,0003,????,????,????,002M,0002,?-723,19.12.2011,09.12.2011,31.12.2011,,,,,,,,,,,,,,
00?j,,00Wh,00Jw,?,      1586,007M,000s,0003,????,????,????,002M,0002,?-723,19.12.2011,09.12.2011,31.12.2011,,,,,,,,,,,,,,
00?k,,00b?,00J6,,      8706,007?,001D,0005,??????,????,????,003K,000Q,?-725,20.12.2011,01.01.2012,31.12.8888,,,,,,,,,,,,,,
00?l,,00Gd,00Jq,?,      1587,006G,001m,0003,????,????,????,002F,0002,?-730,21.12.2011,01.01.2012,31.12.8888,,,,,,,,,,,0009,?-143,04.03.2014,
00?m,,00Gf,00Jq,?,      1588,006N,001n,0003,????,????,????,002D,0002,?-730,21.12.2011,01.01.2012,20.03.2013,,,,,,,,,,,0009,?-232,19.03.2013,
00?n,,009I,00IZ,?,      1589,008N,001?,0003,????,????,????,002K,0002,?-736,23.12.2011,21.12.2011,31.12.2013,,,,,,,,,,,0009,?-941,30.12.2013,
00?o,,00bv,00Gi,?,      1590,005?,000P,0003,????,????,????,002D,0002,?-736,23.12.2011,01.12.2011,31.12.8888,,,,,,,,,,,,,,
00?p,,00L?,00w?,?,      1591,0067,000h,0003,????,????,????,001o,0003,?-736,23.12.2011,22.12.2011,05.04.2012,,,,,,,,,,,0009,?-305,17.04.2012,
00?q,,00PS,00Gj,?,      1592,005O,000i,0003,????,????,????,002D,0002,?-736,23.12.2011,01.12.2011,21.05.2012,,,,,,,,,,,0009,?-408,28.05.2012,
00?v,,00a?,00Ib,?,      1593,000?,000g,0003,????,????,????,002D,0002,?-742,26.12.2011,01.01.2012,01.11.2012,,,,,,,,,,,0009,?-845,19.10.2012,
00?w,,00Lv,00Ib,?,      1594,000?,000g,0003,????,????,????,002D,0002,?-742,26.12.2011,01.01.2012,27.11.2012,,,,,,,,,,,0009,?-986,27.11.2012,
00?x,,00Kn,00c?,?,      1595,005E,001G,0003,????,????,????,001M,0001,?-742,26.12.2011,10.01.2012,14.11.2012,,,,,,,,,,,0009,?-959,19.11.2012,
00?y,,0073,00Ib,?,      1596,000?,000g,0003,????,????,????,002D,0002,?-742,26.12.2011,01.01.2012,09.05.2013,,,,,,,,,,,0009,?-354,29.04.2013,
00?z,,004k,00aJ,?,      1597,007K,000s,0003,????,????,????,0026,0002,?-743,26.12.2011,13.02.2012,13.02.2012,,,,,,,,,,,,,,
00??,,004a,00aJ,?,      1598,007K,000s,0003,????,????,????,0026,0002,?-743,26.12.2011,10.01.2012,10.01.2012,,,,,,,,,,,0009,?-43,19.01.2012,
00??,,005X,00aJ,?,      1599,007O,000s,0003,????,????,????,001f,0003,?-743,26.12.2011,10.01.2012,10.01.2012,,,,,,,,,,,0009,?-43,19.01.2012,
00??,,00X?,00aJ,?,      1600,007H,000s,0003,????,????,????,001B,0001,?-743,26.12.2011,10.01.2012,10.01.2012,,,,,,,,,,,,,,
00??,,00Dg,00aJ,?,      1601,007O,000s,0003,????,????,????,001f,0003,?-743,26.12.2011,10.01.2012,10.01.2012,,,,,,,,,,,0009,?-43,19.01.2012,
00??,,00a?,00aJ,?,      1602,007K,000s,0003,????,????,????,0026,0002,?-743,26.12.2011,10.01.2012,10.01.2012,,,,,,,,,,,0009,?-43,19.01.2012,
00??,,00AO,00c?,?,      1603,006?,001?,0003,????,????,????,002G,0002,?-747,27.12.2011,10.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,004J,00JC,?,      1604,005?,000P,0003,????,????,????,002D,0002,?-747,27.12.2011,01.01.2012,31.10.2012,,,,,,,,,,,0009,?-921,06.11.2012,
00??,,001s,00Ir,?,      1607,007?,001o,0003,????,????,????,002e,000N,?-755,29.12.2011,01.01.2012,19.06.2013,,,,,,,,,,,0009,?-473,24.06.2013,
00??,,00Z5,00Iq,?,      1608,007o,000I,0003,????,????,????,001S,0001,?-755,29.12.2011,01.01.2012,01.01.2012,,,,,,,,,,,,,,
00??,,00YI,00Iq,?,      1609,007o,000I,0003,????,????,????,001S,0001,?-755,29.12.2011,01.01.2012,01.01.2012,,,,,,,,,,,,,,
00??,,00Y?,00U8,?,      1610,009T,001D,0003,????,????,????,004?,000N,?-755,29.12.2011,01.01.2012,15.11.2013,,,,,,,,,,,0009,?-838,11.11.2013,
00??,,000g,00Gh,?,      1611,00A?,000a,0003,????,????,????,005d,000N,?-755,29.12.2011,01.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,006t,00Ib,?,      1612,0076,000v,0003,????,????,????,001B,0001,?-4,10.01.2012,10.01.2012,19.04.2012,,,,,,,,,,,,,,
00??,,00Ct,00JB,?,      1613,00Eh,000v,0003,????,????,????,004F,0001,?-4,10.01.2012,01.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,00Bq,00cN,?,      1614,009n,002F,0003,????,????,????,001F,0001,?-4,10.01.2012,08.12.2011,31.12.8888,,,,,,,,,,,,,,
00??,,00GD,00Ip,?,      1615,007f,000y,0003,????,????,????,003?,0002,?-4,10.01.2012,01.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,009y,00cN,?,      1616,009n,002F,0003,????,????,????,001F,0001,?-4,10.01.2012,10.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,00Br,00cN,?,      1618,009n,002F,0003,????,????,????,001F,0001,?-4,10.01.2012,10.01.2012,29.02.2012,,,,,,,,,,,0009,?-215,19.03.2012,
00??,,009x,00JD,?,      1619,006q,0011,0003,????,????,????,001F,0001,?-4,10.01.2012,10.01.2012,31.12.2012,,,,,,,,,,,0009,?-75,29.01.2013,
00??,,00Mi,00cN,?,      1620,009n,002F,0003,????,????,????,001F,0001,?-4,10.01.2012,10.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,00X?,00JD,?,      1621,006q,0011,0003,????,????,????,001F,0001,?-4,10.01.2012,10.01.2012,12.03.2012,,,,,,,,,,,0009,?-204,14.03.2012,
00??,,00N?,00JD,?,      1622,006q,0011,0003,????,????,????,001F,0001,?-4,10.01.2012,10.01.2012,31.12.2012,,,,,,,,,,,0009,?-75,29.01.2013,
00??,,009u,00JD,?,      1623,006q,0011,0003,????,????,????,001F,0001,?-4,10.01.2012,10.01.2012,31.12.2012,,,,,,,,,,,0009,?-75,29.01.2013,
00??,,00B8,00J9,?,      1624,006?,0011,0003,????,????,????,001m,0003,?-4,10.01.2012,10.01.2012,29.06.2012,,,,,,,,,,,0009,?-495,29.06.2012,
00??,,009o,00cN,?,      1625,009n,002F,0003,????,????,????,001F,0001,?-4,10.01.2012,10.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,006k,00Ib,?,      1626,005a,000g,0003,????,????,????,001B,0001,?-6,11.01.2012,10.01.2012,09.02.2012,,,,,,,,,,,0009,?-99,10.02.2012,
00??,,00S0,00Ip,?,      1627,007g,000y,0003,????,????,????,001l,0003,?-6,11.01.2012,10.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,00GV,00Jq,?,      1628,006L,001n,0003,????,????,????,003?,0001,?-6,11.01.2012,16.01.2012,16.02.2012,,,,,,,,,,,0009,?-107,13.02.2012,
00??,,00Dv,00J6,?,      1629,008B,001?,0003,????,????,????,004k,0002,?-6,11.01.2012,10.01.2012,29.03.2013,,,,,,,,,,,0009,?-276,03.04.2013,
00??,,00bL,00Jh,?,      1630,006B,000n,0003,????,????,????,001o,0003,?-747,27.12.2011,10.01.2012,13.01.2012,,,,,,,,,,,0009,?-7,11.01.2012,
00??,,00bu,00Jh,?,      1631,006B,000n,0003,????,????,????,001o,0003,?-747,27.12.2011,10.01.2012,13.01.2012,,,,,,,,,,,0009,?-7,11.01.2012,
00??,,00b?,00Jl,,      8707,007?,001D,0005,??????,????,????,003C,000Q,?-5,11.01.2012,11.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,006s,00Ib,?,      1632,005a,000g,0003,????,????,????,001B,0001,?-9,12.01.2012,09.01.2012,09.02.2012,,,,,,,,,,,0009,?-99,10.02.2012,
00??,,006s,00Ib,?,      1633,005F,001G,0003,????,????,????,001B,0001,?-9,12.01.2012,01.01.2012,21.01.2013,,,,,,,,,,,0009,?-43,22.01.2013,
00??,,00b?,00w?,,      8708,006G,001m,0005,??????,????,????,002F,0002,?-8,12.01.2012,13.01.2012,31.12.8888,,,,,,,,,,,,,,
00??,,00R?,00w?,,      8709,006F,001m,0005,??????,????,????,002D,0002,?-17,13.01.2012,16.01.2012,29.02.2012,,,,,,,,,,,0009,?-171,02.03.2012,
00??,,00V?,00aJ,?,      1634,007o,000I,0003,????,????,????,001S,0001,?-19,16.01.2012,10.01.2012,11.01.2012,,,,,,,,,,,,,,
00??,,00VS,00IZ,?,      1635,004h,001?,0003,????,????,????,002I,0002,?-19,16.01.2012,12.01.2012,14.02.2012,,,,,,,,,,,0009,?-99,10.02.2012,
00??,,00Mi,00aJ,?,      1636,006?,000v,0003,????,????,????,001F,0001,?-19,16.01.2012,10.01.2012,11.01.2012,,,,,,,,,,,,,,
